time,E,H,I,R,S
9.3037,259,0,113,181,9447
9.3055,258,0,114,181,9447
9.30878,259,0,114,181,9446
9.30932,258,0,115,181,9446
9.31818,259,0,115,181,9445
9.32195,258,0,116,181,9445
9.32975,258,0,115,182,9445
9.33095,259,0,115,182,9444
9.33475,260,0,115,182,9443
9.33998,261,0,115,182,9442
9.36725,261,0,114,183,9442
9.37597,262,0,114,183,9441
9.38057,261,0,115,183,9441
9.38685,260,0,116,183,9441
9.39035,260,0,115,184,9441
9.39176,261,0,115,184,9440
9.39202,261,0,114,185,9440
9.39616,260,0,115,185,9440
9.41532,261,0,115,185,9439
9.41952,260,0,116,185,9439
9.42652,260,0,115,186,9439
9.43443,260,0,114,187,9439
9.43481,261,0,114,187,9438
9.43855,261,0,113,188,9438
9.43963,262,0,113,188,9437
9.45972,263,0,113,188,9436
9.46044,262,0,114,188,9436
9.47111,263,0,114,188,9435
9.47563,263,0,113,189,9435
9.47711,262,0,114,189,9435
9.47793,261,0,115,189,9435
9.48049,261,0,114,190,9435
9.48738,260,0,115,190,9435
9.5021,260,0,114,191,9435
9.51463,261,0,114,191,9434
9.51726,261,0,113,192,9434
9.52485,262,0,113,192,9433
9.54442,263,0,113,192,9432
9.54526,264,0,113,192,9431
9.54796,265,0,113,192,9430
9.54978,264,0,114,192,9430
9.5508,263,0,115,192,9430
9.55434,264,0,115,192,9429
9.55928,264,0,114,193,9429
9.56623,265,0,114,193,9428
9.57238,264,0,115,193,9428
9.57691,264,0,114,194,9428
9.57692,265,0,114,194,9427
9.58868,265,0,113,195,9427
9.59068,266,0,113,195,9426
9.59612,265,0,114,195,9426
9.62118,264,0,115,195,9426
9.62709,265,0,115,195,9425
9.63811,266,0,115,195,9424
9.65228,267,0,115,195,9423
9.65545,266,0,116,195,9423
9.66172,266,0,115,196,9423
9.66566,267,0,115,196,9422
9.66999,268,0,115,196,9421
9.67162,269,0,115,196,9420
9.67488,269,0,114,197,9420
9.67787,270,0,114,197,9419
9.67922,271,0,114,197,9418
9.68076,272,0,114,197,9417
9.68577,271,0,115,197,9417
9.69282,272,0,115,197,9416
9.69647,271,0,116,197,9416
9.69777,270,0,117,197,9416
9.70767,271,0,117,197,9415
9.71519,271,0,116,198,9415
9.71883,272,0,116,198,9414
9.73337,272,0,115,199,9414
9.74755,273,0,115,199,9413
9.7517,274,0,115,199,9412
9.75272,275,0,115,199,9411
9.75574,276,0,115,199,9410
9.76301,277,0,115,199,9409
9.76685,277,0,114,200,9409
9.76969,277,0,113,201,9409
9.76993,276,0,114,201,9409
9.78108,276,0,113,202,9409
9.78109,275,0,114,202,9409
9.78717,274,0,115,202,9409
9.79308,275,0,115,202,9408
9.79996,276,0,115,202,9407
9.80134,275,0,116,202,9407
9.80983,275,0,115,203,9407
9.81183,274,0,116,203,9407
9.81546,275,0,116,203,9406
9.82557,274,0,117,203,9406
9.82936,273,0,118,203,9406
9.83473,272,0,119,203,9406
9.83502,272,0,118,204,9406
9.84418,272,0,117,205,9406
9.84493,273,0,117,205,9405
9.85122,274,0,117,205,9404
9.85268,273,0,118,205,9404
9.8563,274,0,118,205,9403
9.85774,273,0,119,205,9403
9.87631,274,0,119,205,9402
9.89255,273,0,120,205,9402
9.89538,272,0,121,205,9402
9.89835,273,0,121,205,9401
9.89972,274,0,121,205,9400
9.90368,275,0,121,205,9399
9.91319,274,0,122,205,9399
9.91958,275,0,122,205,9398
9.92528,276,0,122,205,9397
9.93695,277,0,122,205,9396
9.93721,277,0,121,206,9396
9.93851,278,0,121,206,9395
9.94277,279,0,121,206,9394
9.94649,280,0,121,206,9393
9.95102,281,0,121,206,9392
9.9585,280,0,122,206,9392
9.96249,279,0,123,206,9392
9.96364,279,0,122,207,9392
9.98559,280,0,122,207,9391
9.98696,279,0,123,207,9391
9.98864,278,0,124,207,9391
10.0031,279,0,124,207,9390
10.0082,279,0,123,208,9390
10.0158,279,0,122,209,9390
10.0168,279,0,121,210,9390
10.0189,278,0,122,210,9390
10.0254,277,0,123,210,9390
10.035,278,0,123,210,9389
10.0363,277,0,124,210,9389
10.0571,278,0,124,210,9388
10.0575,277,0,125,210,9388
10.0576,277,0,124,211,9388
10.0694,278,0,124,211,9387
10.0705,278,0,123,212,9387
10.0883,277,0,124,212,9387
10.0936,277,0,123,213,9387
10.1012,276,0,124,213,9387
10.1071,276,0,123,214,9387
10.1075,277,0,123,214,9386
10.109,278,0,123,214,9385
10.1144,277,0,124,214,9385
10.1183,276,0,125,214,9385
10.1469,277,0,125,214,9384
10.1512,277,0,124,215,9384
10.172,278,0,124,215,9383
10.1745,279,0,124,215,9382
10.1756,280,0,124,215,9381
10.1834,279,0,125,215,9381
10.1868,280,0,125,215,9380
10.1884,279,0,126,215,9380
10.1892,279,0,125,216,9380
10.1935,278,0,126,216,9380
10.2053,279,0,126,216,9379
10.2248,278,0,127,216,9379
10.2263,279,0,127,216,9378
10.2318,279,0,126,217,9378
10.2329,280,0,126,217,9377
10.2344,281,0,126,217,9376
10.2381,280,0,127,217,9376
10.239,281,0,127,217,9375
10.2406,282,0,127,217,9374
10.2419,283,0,127,217,9373
10.2445,282,0,128,217,9373
10.2453,282,0,127,218,9373
10.2528,283,0,127,218,9372
10.256,284,0,127,218,9371
10.2616,283,0,128,218,9371
10.2747,283,0,127,219,9371
10.2755,284,0,127,219,9370
10.2762,285,0,127,219,9369
10.2781,286,0,127,219,9368
10.2783,287,0,127,219,9367
10.2994,288,0,127,219,9366
10.3023,287,0,128,219,9366
10.3086,286,0,129,219,9366
10.31,287,0,129,219,9365
10.3137,288,0,129,219,9364
10.3154,288,0,128,220,9364
10.3165,287,0,129,220,9364
10.3193,288,0,129,220,9363
10.3216,289,0,129,220,9362
10.3267,290,0,129,220,9361
10.3444,290,0,128,221,9361
10.3454,291,0,128,221,9360
10.3461,292,0,128,221,9359
10.3575,293,0,128,221,9358
10.3606,294,0,128,221,9357
10.3607,295,0,128,221,9356
10.3624,294,0,129,221,9356
10.367,293,0,130,221,9356
10.3673,293,0,129,222,9356
10.3701,294,0,129,222,9355
10.3755,293,0,130,222,9355
10.3797,294,0,130,222,9354
10.3846,294,0,129,223,9354
10.3919,294,0,128,224,9354
10.399,294,0,127,225,9354
10.4023,293,0,128,225,9354
10.4024,294,0,128,225,9353
10.4094,293,0,129,225,9353
10.4109,292,0,130,225,9353
10.4232,292,0,129,226,9353
10.433,293,0,129,226,9352
10.4396,294,0,129,226,9351
10.441,295,0,129,226,9350
10.4417,295,0,128,227,9350
10.4579,295,0,127,228,9350
10.4667,296,0,127,228,9349
10.4769,295,0,128,228,9349
10.4807,294,0,129,228,9349
10.4808,295,0,129,228,9348
10.483,296,0,129,228,9347
10.4889,297,0,129,228,9346
10.4946,296,0,130,228,9346
10.496,296,0,129,229,9346
10.4961,297,0,129,229,9345
10.4964,298,0,129,229,9344
10.5035,299,0,129,229,9343
10.5043,300,0,129,229,9342
10.5052,300,0,128,230,9342
10.5236,301,0,128,230,9341
10.5319,302,0,128,230,9340
10.5383,303,0,128,230,9339
10.5385,304,0,128,230,9338
10.5389,305,0,128,230,9337
10.5463,306,0,128,230,9336
10.5515,306,0,127,231,9336
10.552,306,0,126,232,9336
10.5528,307,0,126,232,9335
10.5541,307,0,125,233,9335
10.5684,308,0,125,233,9334
10.5688,309,0,125,233,9333
10.5874,309,0,124,234,9333
10.6228,310,0,124,234,9332
10.623,311,0,124,234,9331
10.6415,312,0,124,234,9330
10.6456,313,0,124,234,9329
10.6459,314,0,124,234,9328
10.6468,315,0,124,234,9327
10.6481,316,0,124,234,9326
10.6874,317,0,124,234,9325
10.693,318,0,124,234,9324
10.6937,319,0,124,234,9323
10.6948,318,0,125,234,9323
10.695,319,0,125,234,9322
10.6988,320,0,125,234,9321
10.7036,319,0,126,234,9321
10.708,320,0,126,234,9320
10.7089,321,0,126,234,9319
10.7119,320,0,127,234,9319
10.7125,321,0,127,234,9318
10.7278,321,0,126,235,9318
10.7385,322,0,126,235,9317
10.7392,322,0,125,236,9317
10.7519,321,0,126,236,9317
10.7661,322,0,126,236,9316
10.7685,323,0,126,236,9315
10.7715,323,0,125,237,9315
10.7892,324,0,125,237,9314
10.8078,325,0,125,237,9313
10.8081,325,0,124,238,9313
10.809,324,0,125,238,9313
10.8231,323,0,126,238,9313
10.8234,324,0,126,238,9312
10.8256,323,0,127,238,9312
10.8385,324,0,127,238,9311
10.8388,323,0,128,238,9311
10.8397,324,0,128,238,9310
10.8443,323,0,129,238,9310
10.8512,323,0,128,239,9310
10.8517,322,0,129,239,9310
10.8539,323,0,129,239,9309
10.8592,322,0,130,239,9309
10.8625,323,0,130,239,9308
10.8722,322,0,131,239,9308
10.8823,322,0,130,240,9308
10.8891,323,0,130,240,9307
10.9009,324,0,130,240,9306
10.9021,325,0,130,240,9305
10.9021,325,0,129,241,9305
10.9077,325,0,128,242,9305
10.9164,326,0,128,242,9304
10.9189,327,0,128,242,9303
10.9218,328,0,128,242,9302
10.9219,327,0,129,242,9302
10.9226,327,0,128,243,9302
10.9273,328,0,128,243,9301
10.9277,329,0,128,243,9300
10.9282,328,0,129,243,9300
10.9298,328,0,128,244,9300
10.9362,329,0,128,244,9299
10.9372,330,0,128,244,9298
10.9522,330,0,127,245,9298
10.9586,329,0,128,245,9298
10.9631,328,0,129,245,9298
10.9762,327,0,130,245,9298
10.9787,327,0,129,246,9298
10.9957,326,0,130,246,9298
10.9978,325,0,131,246,9298
11.0029,326,0,131,246,9297
11.0101,327,0,131,246,9296
11.0174,328,0,131,246,9295
11.0205,327,0,132,246,9295
11.0216,327,0,131,247,9295
11.0248,326,0,132,247,9295
11.0277,327,0,132,247,9294
11.0377,326,0,133,247,9294
11.0385,327,0,133,247,9293
11.0467,326,0,134,247,9293
11.0477,326,0,133,248,9293
11.0479,325,0,134,248,9293
11.0502,324,0,135,248,9293
11.051,323,0,136,248,9293
11.0568,322,0,137,248,9293
11.0653,322,0,136,249,9293
11.0767,323,0,136,249,9292
11.0783,322,0,137,249,9292
11.0785,323,0,137,249,9291
11.0853,322,0,138,249,9291
11.0854,323,0,138,249,9290
11.0872,322,0,139,249,9290
11.0873,322,0,138,250,9290
11.0878,321,0,139,250,9290
11.0881,322,0,139,250,9289
11.0923,322,0,138,251,9289
11.0953,323,0,138,251,9288
11.0998,324,0,138,251,9287
11.1047,324,0,137,252,9287
11.1051,323,0,138,252,9287
11.108,322,0,139,252,9287
11.1098,322,0,138,253,9287
11.1144,323,0,138,253,9286
11.122,322,0,139,253,9286
11.125,322,0,138,254,9286
11.1267,321,0,139,254,9286
11.1268,320,0,140,254,9286
11.1369,320,0,139,255,9286
11.1397,320,0,138,256,9286
11.1429,321,0,138,256,9285
11.1523,322,0,138,256,9284
11.1554,321,0,139,256,9284
11.1565,320,0,140,256,9284
11.1696,320,0,139,257,9284
11.1732,320,0,138,258,9284
11.1738,321,0,138,258,9283
11.1824,321,0,137,259,9283
11.1931,322,0,137,259,9282
11.2041,321,0,138,259,9282
11.2078,320,0,139,259,9282
11.2169,321,0,139,259,9281
11.2193,322,0,139,259,9280
11.2323,321,0,140,259,9280
11.2397,322,0,140,259,9279
11.242,321,0,141,259,9279
11.2434,322,0,141,259,9278
11.2503,321,0,142,259,9278
11.2557,321,0,141,260,9278
11.2616,320,0,142,260,9278
11.2641,319,0,143,260,9278
11.2644,318,0,144,260,9278
11.2696,319,0,144,260,9277
11.2746,318,0,145,260,9277
11.2751,317,0,146,260,9277
11.2767,316,0,147,260,9277
11.2767,316,0,146,261,9277
11.2782,315,0,147,261,9277
11.2816,315,0,146,262,9277
11.2822,315,0,145,263,9277
11.2823,314,0,146,263,9277
11.2842,315,0,146,263,9276
11.2863,316,0,146,263,9275
11.2922,317,0,146,263,9274
11.2954,318,0,146,263,9273
11.3031,319,0,146,263,9272
11.305,320,0,146,263,9271
11.31,320,0,145,264,9271
11.3224,319,0,146,264,9271
11.33,319,0,145,265,9271
11.3312,320,0,145,265,9270
11.3336,320,0,144,266,9270
11.3346,319,0,145,266,9270
11.3385,320,0,145,266,9269
11.3387,321,0,145,266,9268
11.3433,320,0,146,266,9268
11.3516,320,0,145,267,9268
11.3534,321,0,145,267,9267
11.3625,320,0,146,267,9267
11.3672,319,0,147,267,9267
11.3814,318,0,148,267,9267
11.3837,319,0,148,267,9266
11.3848,320,0,148,267,9265
11.392,321,0,148,267,9264
11.397,322,0,148,267,9263
11.3974,322,0,147,268,9263
11.3985,321,0,148,268,9263
11.4099,322,0,148,268,9262
11.4216,322,0,147,269,9262
11.4251,323,0,147,269,9261
11.4262,322,0,148,269,9261
11.428,322,0,147,270,9261
11.4342,321,0,148,270,9261
11.4345,320,0,149,270,9261
11.4355,319,0,150,270,9261
11.4476,320,0,150,270,9260
11.4483,321,0,150,270,9259
11.4521,320,0,151,270,9259
11.455,320,0,150,271,9259
11.4693,321,0,150,271,9258
11.4718,321,0,149,272,9258
11.475,322,0,149,272,9257
11.4802,322,0,148,273,9257
11.4903,321,0,149,273,9257
11.4925,321,0,148,274,9257
11.4926,321,0,147,275,9257
11.4987,320,0,148,275,9257
11.5061,321,0,148,275,9256
11.5085,320,0,149,275,9256
11.5194,319,0,150,275,9256
11.5227,320,0,150,275,9255
11.5229,321,0,150,275,9254
11.5302,320,0,151,275,9254
11.5316,321,0,151,275,9253
11.5374,320,0,152,275,9253
11.547,320,0,151,276,9253
11.5503,321,0,151,276,9252
11.5507,322,0,151,276,9251
11.5524,323,0,151,276,9250
11.555,322,0,152,276,9250
11.5612,323,0,152,276,9249
11.5764,322,0,153,276,9249
11.5792,321,0,154,276,9249
11.5829,322,0,154,276,9248
11.5852,321,0,155,276,9248
11.5864,322,0,155,276,9247
11.6001,323,0,155,276,9246
11.6077,323,0,154,277,9246
11.6096,324,0,154,277,9245
11.6195,325,0,154,277,9244
11.6207,325,0,153,278,9244
11.622,324,0,154,278,9244
11.6276,324,0,153,279,9244
11.636,325,0,153,279,9243
11.6479,324,0,154,279,9243
11.6516,325,0,154,279,9242
11.653,326,0,154,279,9241
11.654,326,0,153,280,9241
11.6598,327,0,153,280,9240
11.6697,326,0,154,280,9240
11.6698,326,0,153,281,9240
11.6777,326,0,152,282,9240
11.6785,325,0,153,282,9240
11.6801,326,0,153,282,9239
11.6818,327,0,153,282,9238
11.6842,326,0,154,282,9238
11.6909,327,0,154,282,9237
11.692,327,0,153,283,9237
11.6935,328,0,153,283,9236
11.6942,327,0,154,283,9236
11.7007,328,0,154,283,9235
11.7033,329,0,154,283,9234
11.71,330,0,154,283,9233
11.7126,331,0,154,283,9232
11.7174,330,0,155,283,9232
11.7207,331,0,155,283,9231
11.7228,332,0,155,283,9230
11.7386,333,0,155,283,9229
11.739,333,0,154,284,9229
11.744,333,0,153,285,9229
11.7444,334,0,153,285,9228
11.7452,334,0,152,286,9228
11.7502,333,0,153,286,9228
11.7537,332,0,154,286,9228
11.755,332,0,153,287,9228
11.7619,332,0,152,288,9228
11.7631,333,0,152,288,9227
11.7771,334,0,152,288,9226
11.7801,334,0,151,289,9226
11.7866,335,0,151,289,9225
11.7885,336,0,151,289,9224
11.7943,337,0,151,289,9223
11.7955,337,0,150,290,9223
11.8018,338,0,150,290,9222
11.8029,339,0,150,290,9221
11.8124,338,0,151,290,9221
11.8287,338,0,150,291,9221
11.8311,337,0,151,291,9221
11.8347,336,0,152,291,9221
11.8389,336,0,151,292,9221
11.8479,335,0,152,292,9221
11.8486,336,0,152,292,9220
11.8525,336,0,151,293,9220
11.8595,335,0,152,293,9220
11.8598,334,0,153,293,9220
11.8637,334,0,152,294,9220
11.864,334,0,151,295,9220
11.8642,335,0,151,295,9219
11.8643,336,0,151,295,9218
11.8657,337,0,151,295,9217
11.8781,338,0,151,295,9216
11.8811,338,0,150,296,9216
11.8814,339,0,150,296,9215
11.8845,340,0,150,296,9214
11.8949,341,0,150,296,9213
11.896,342,0,150,296,9212
11.9011,343,0,150,296,9211
11.923,343,0,149,297,9211
11.9242,343,0,148,298,9211
11.925,343,0,147,299,9211
11.9293,344,0,147,299,9210
11.9323,343,0,148,299,9210
11.9326,344,0,148,299,9209
11.9337,344,0,147,300,9209
11.9338,345,0,147,300,9208
11.9362,344,0,148,300,9208
11.9373,343,0,149,300,9208
11.9495,342,0,150,300,9208
11.955,341,0,151,300,9208
11.9627,342,0,151,300,9207
11.9646,343,0,151,300,9206
11.9735,344,0,151,300,9205
11.9746,344,0,150,301,9205
11.9755,343,0,151,301,9205
11.9796,342,0,152,301,9205
11.981,341,0,153,301,9205
11.9819,342,0,153,301,9204
11.9871,343,0,153,301,9203
11.9871,344,0,153,301,9202
11.9885,343,0,154,301,9202
11.9944,342,0,155,301,9202
11.9949,343,0,155,301,9201
11.997,344,0,155,301,9200
12.0006,343,0,156,301,9200
12.0104,344,0,156,301,9199
12.015,344,0,155,302,9199
12.0184,343,0,156,302,9199
12.0201,342,0,157,302,9199
12.0273,342,0,156,303,9199
12.0303,343,0,156,303,9198
12.0361,344,0,156,303,9197
12.0478,345,0,156,303,9196
12.0572,346,0,156,303,9195
12.0578,347,0,156,303,9194
12.0694,348,0,156,303,9193
12.0773,349,0,156,303,9192
12.078,350,0,156,303,9191
12.0782,351,0,156,303,9190
12.0799,352,0,156,303,9189
12.0858,351,0,157,303,9189
12.0899,350,0,158,303,9189
12.111,350,0,157,304,9189
12.1119,349,0,158,304,9189
12.1315,350,0,158,304,9188
12.1362,351,0,158,304,9187
12.1418,350,0,159,304,9187
12.1456,350,0,158,305,9187
12.1475,351,0,158,305,9186
12.1499,352,0,158,305,9185
12.161,351,0,159,305,9185
12.1615,351,0,158,306,9185
12.1638,352,0,158,306,9184
12.1658,353,0,158,306,9183
12.1669,353,0,157,307,9183
12.1694,353,0,156,308,9183
12.1766,354,0,156,308,9182
12.1794,355,0,156,308,9181
12.1812,356,0,156,308,9180
12.1841,356,0,155,309,9180
12.1851,357,0,155,309,9179
12.1901,358,0,155,309,9178
12.1992,359,0,155,309,9177
12.2026,360,0,155,309,9176
12.2107,360,0,154,310,9176
12.2228,361,0,154,310,9175
12.229,362,0,154,310,9174
12.2315,363,0,154,310,9173
12.2394,362,0,155,310,9173
12.2462,361,0,156,310,9173
12.2471,361,0,155,311,9173
12.2521,360,0,156,311,9173
12.2564,359,0,157,311,9173
12.2763,358,0,158,311,9173
12.2764,358,0,157,312,9173
12.2796,357,0,158,312,9173
12.2877,356,0,159,312,9173
12.2881,357,0,159,312,9172
12.2934,356,0,160,312,9172
12.2936,356,0,159,313,9172
12.2978,357,0,159,313,9171
12.2995,358,0,159,313,9170
12.3019,359,0,159,313,9169
12.3332,359,0,158,314,9169
12.3349,360,0,158,314,9168
12.343,359,0,159,314,9168
12.3447,360,0,159,314,9167
12.3448,359,0,160,314,9167
12.3452,360,0,160,314,9166
12.3554,361,0,160,314,9165
12.3557,360,0,161,314,9165
12.363,359,0,162,314,9165
12.3639,360,0,162,314,9164
12.3843,361,0,162,314,9163
12.3875,362,0,162,314,9162
12.3895,361,0,163,314,9162
12.4002,360,0,164,314,9162
12.4019,360,0,163,315,9162
12.4074,359,0,164,315,9162
12.4242,358,0,165,315,9162
12.4269,359,0,165,315,9161
12.4314,358,0,166,315,9161
12.4544,357,0,167,315,9161
12.4545,356,0,168,315,9161
12.461,357,0,168,315,9160
12.4636,358,0,168,315,9159
12.4693,359,0,168,315,9158
12.4755,360,0,168,315,9157
12.4771,360,0,167,316,9157
12.4801,360,0,166,317,9157
12.4809,361,0,166,317,9156
12.4842,360,0,167,317,9156
12.4863,361,0,167,317,9155
12.4994,362,0,167,317,9154
12.5004,363,0,167,317,9153
12.5014,362,0,168,317,9153
12.5044,361,0,169,317,9153
12.5121,360,0,170,317,9153
12.5194,361,0,170,317,9152
12.5225,360,0,171,317,9152
12.5268,360,0,170,318,9152
12.5286,361,0,170,318,9151
12.5287,360,0,171,318,9151
12.5308,361,0,171,318,9150
12.5315,361,0,170,319,9150
12.533,361,0,169,320,9150
12.5347,362,0,169,320,9149
12.5418,363,0,169,320,9148
12.5499,362,0,170,320,9148
12.5511,362,0,169,321,9148
12.5611,363,0,169,321,9147
12.5616,364,0,169,321,9146
12.5672,363,0,170,321,9146
12.5674,364,0,170,321,9145
12.5676,365,0,170,321,9144
12.5703,366,0,170,321,9143
12.5775,365,0,171,321,9143
12.5808,365,0,170,322,9143
12.5847,364,0,171,322,9143
12.5876,363,0,172,322,9143
12.5962,364,0,172,322,9142
12.5971,365,0,172,322,9141
12.6003,366,0,172,322,9140
12.6018,365,0,173,322,9140
12.6144,366,0,173,322,9139
12.6187,366,0,172,323,9139
12.6261,367,0,172,323,9138
12.6288,367,0,171,324,9138
12.6328,368,0,171,324,9137
12.6381,368,0,170,325,9137
12.6408,369,0,170,325,9136
12.6451,368,0,171,325,9136
12.6456,367,0,172,325,9136
12.6457,368,0,172,325,9135
12.6461,369,0,172,325,9134
12.65,368,0,173,325,9134
12.6638,369,0,173,325,9133
12.666,368,0,174,325,9133
12.6661,367,0,175,325,9133
12.6674,368,0,175,325,9132
12.6691,369,0,175,325,9131
12.6741,370,0,175,325,9130
12.6771,371,0,175,325,9129
12.6804,371,0,174,326,9129
12.6843,371,0,173,327,9129
12.6867,371,0,172,328,9129
12.6958,372,0,172,328,9128
12.6984,373,0,172,328,9127
12.7012,372,0,173,328,9127
12.7134,373,0,173,328,9126
12.7174,372,0,174,328,9126
12.7202,372,0,173,329,9126
12.7273,373,0,173,329,9125
12.7324,372,0,174,329,9125
12.7333,371,0,175,329,9125
12.7346,370,0,176,329,9125
12.7405,369,0,177,329,9125
12.7415,370,0,177,329,9124
12.7421,370,0,176,330,9124
12.7464,369,0,177,330,9124
12.7474,368,0,178,330,9124
12.7491,369,0,178,330,9123
12.7496,370,0,178,330,9122
12.7502,370,0,177,331,9122
12.754,371,0,177,331,9121
12.7547,371,0,176,332,9121
12.7555,371,0,175,333,9121
12.7564,372,0,175,333,9120
12.7623,373,0,175,333,9119
12.7649,372,0,176,333,9119
12.769,373,0,176,333,9118
12.7714,374,0,176,333,9117
12.7764,375,0,176,333,9116
12.7831,376,0,176,333,9115
12.7834,375,0,177,333,9115
12.7917,374,0,178,333,9115
12.7949,375,0,178,333,9114
12.7989,375,0,177,334,9114
12.8052,376,0,177,334,9113
12.8131,375,0,178,334,9113
12.8192,376,0,178,334,9112
12.8307,377,0,178,334,9111
12.8331,377,0,177,335,9111
12.8349,378,0,177,335,9110
12.836,377,0,178,335,9110
12.8464,378,0,178,335,9109
12.8479,377,0,179,335,9109
12.8588,378,0,179,335,9108
12.8636,378,0,178,336,9108
12.8639,378,0,177,337,9108
12.8728,379,0,177,337,9107
12.8795,380,0,177,337,9106
12.889,379,0,178,337,9106
12.8906,378,0,179,337,9106
12.8946,379,0,179,337,9105
12.904,379,0,178,338,9105
12.9132,378,0,179,338,9105
12.9154,378,0,178,339,9105
12.9157,378,0,177,340,9105
12.9189,378,0,176,341,9105
12.9223,379,0,176,341,9104
12.9266,379,0,175,342,9104
12.93,378,0,176,342,9104
12.9324,377,0,177,342,9104
12.9374,377,0,176,343,9104
12.9431,378,0,176,343,9103
12.9483,377,0,177,343,9103
12.9559,378,0,177,343,9102
12.9605,379,0,177,343,9101
12.9621,380,0,177,343,9100
12.968,381,0,177,343,9099
12.9836,382,0,177,343,9098
12.9911,383,0,177,343,9097
12.9919,384,0,177,343,9096
12.9933,384,0,176,344,9096
12.996,383,0,177,344,9096
12.9969,383,0,176,345,9096
13.001,384,0,176,345,9095
13.0041,385,0,176,345,9094
13.0076,384,0,177,345,9094
13.0112,383,0,178,345,9094
13.0165,384,0,178,345,9093
13.025,384,0,177,346,9093
13.0293,383,0,178,346,9093
13.0295,384,0,178,346,9092
13.0312,384,0,177,347,9092
13.037,384,0,176,348,9092
13.0389,384,0,175,349,9092
13.048,383,0,176,349,9092
13.0514,382,0,177,349,9092
13.0549,382,0,176,350,9092
13.0659,381,0,177,350,9092
13.071,382,0,177,350,9091
13.0766,383,0,177,350,9090
13.0844,382,0,178,350,9090
13.0845,381,0,179,350,9090
13.0918,382,0,179,350,9089
13.0928,382,0,178,351,9089
13.0972,382,0,177,352,9089
13.1008,383,0,177,352,9088
13.1072,383,0,176,353,9088
13.1134,383,0,175,354,9088
13.114,384,0,175,354,9087
13.1224,384,0,174,355,9087
13.1239,385,0,174,355,9086
13.1253,384,0,175,355,9086
13.1326,385,0,175,355,9085
13.1473,386,0,175,355,9084
13.1498,385,0,176,355,9084
13.1533,385,0,175,356,9084
13.1643,384,0,176,356,9084
13.1648,385,0,176,356,9083
13.1675,385,0,175,357,9083
13.1754,386,0,175,357,9082
13.1758,386,0,174,358,9082
13.1781,387,0,174,358,9081
13.1804,388,0,174,358,9080
13.1838,387,0,175,358,9080
13.189,387,0,174,359,9080
13.1891,388,0,174,359,9079
13.1908,388,0,173,360,9079
13.192,388,0,172,361,9079
13.1929,389,0,172,361,9078
13.1931,388,0,173,361,9078
13.1944,387,0,174,361,9078
13.2105,386,0,175,361,9078
13.2121,385,0,176,361,9078
13.2145,384,0,177,361,9078
13.215,383,0,178,361,9078
13.2169,383,0,177,362,9078
13.2249,384,0,177,362,9077
13.2315,385,0,177,362,9076
13.2323,384,0,178,362,9076
13.2358,385,0,178,362,9075
13.238,386,0,178,362,9074
13.2393,387,0,178,362,9073
13.2429,387,0,177,363,9073
13.2439,387,0,176,364,9073
13.2442,388,0,176,364,9072
13.2525,387,0,177,364,9072
13.2538,386,0,178,364,9072
13.2607,387,0,178,364,9071
13.2623,386,0,179,364,9071
13.2681,386,0,178,365,9071
13.2713,387,0,178,365,9070
13.2755,387,0,177,366,9070
13.282,388,0,177,366,9069
13.2831,389,0,177,366,9068
13.2846,388,0,178,366,9068
13.2847,387,0,179,366,9068
13.288,386,0,180,366,9068
13.2883,387,0,180,366,9067
13.2892,386,0,181,366,9067
13.2908,385,0,182,366,9067
13.2974,384,0,183,366,9067
13.3016,383,0,184,366,9067
13.3075,382,0,185,366,9067
13.3124,381,0,186,366,9067
13.3182,381,0,185,367,9067
13.3261,381,0,184,368,9067
13.335,382,0,184,368,9066
13.3352,382,0,183,369,9066
13.3461,383,0,183,369,9065
13.3465,382,0,184,369,9065
13.3491,382,0,183,370,9065
13.3568,382,0,182,371,9065
13.3669,383,0,182,371,9064
13.3675,384,0,182,371,9063
13.368,385,0,182,371,9062
13.3687,386,0,182,371,9061
13.3696,386,0,181,372,9061
13.37,386,0,180,373,9061
13.3766,387,0,180,373,9060
13.3883,387,0,179,374,9060
13.3886,388,0,179,374,9059
13.3912,387,0,180,374,9059
13.3926,388,0,180,374,9058
13.3949,387,0,181,374,9058
13.3977,387,0,180,375,9058
13.4017,388,0,180,375,9057
13.4035,389,0,180,375,9056
13.4078,389,0,179,376,9056
13.4081,388,0,180,376,9056
