time,E,H,I,R,S
19.8072,721,0,335,896,8048
19.808,720,0,336,896,8048
19.8088,721,0,336,896,8047
19.8109,720,0,337,896,8047
19.8158,721,0,337,896,8046
19.8159,720,0,338,896,8046
19.8181,721,0,338,896,8045
19.8225,722,0,338,896,8044
19.8266,722,0,337,897,8044
19.8269,723,0,337,897,8043
19.8293,722,0,338,897,8043
19.8312,722,0,337,898,8043
19.8337,723,0,337,898,8042
19.8354,722,0,338,898,8042
19.8372,721,0,339,898,8042
19.8395,722,0,339,898,8041
19.8404,721,0,340,898,8041
19.8406,722,0,340,898,8040
19.8481,721,0,341,898,8040
19.8507,720,0,342,898,8040
19.8542,721,0,342,898,8039
19.8543,722,0,342,898,8038
19.8582,723,0,342,898,8037
19.862,724,0,342,898,8036
19.8645,723,0,343,898,8036
19.8655,724,0,343,898,8035
19.8842,725,0,343,898,8034
19.8863,726,0,343,898,8033
19.8877,727,0,343,898,8032
19.8885,726,0,344,898,8032
19.8906,727,0,344,898,8031
19.8913,728,0,344,898,8030
19.8936,729,0,344,898,8029
19.8981,728,0,345,898,8029
19.9002,729,0,345,898,8028
19.9021,730,0,345,898,8027
19.9041,729,0,346,898,8027
19.9063,729,0,345,899,8027
19.9089,730,0,345,899,8026
19.9093,730,0,344,900,8026
19.9102,729,0,345,900,8026
19.9105,728,0,346,900,8026
19.9116,727,0,347,900,8026
19.9126,726,0,348,900,8026
19.914,726,0,347,901,8026
19.9142,726,0,346,902,8026
19.9176,726,0,345,903,8026
19.9178,727,0,345,903,8025
19.9253,726,0,346,903,8025
19.9255,727,0,346,903,8024
19.9265,728,0,346,903,8023
19.9288,729,0,346,903,8022
19.9313,730,0,346,903,8021
19.9355,731,0,346,903,8020
19.9406,731,0,345,904,8020
19.9408,731,0,344,905,8020
19.9417,730,0,345,905,8020
19.9451,730,0,344,906,8020
19.9537,731,0,344,906,8019
19.956,732,0,344,906,8018
19.9567,733,0,344,906,8017
19.9583,734,0,344,906,8016
19.9607,734,0,343,907,8016
19.9609,735,0,343,907,8015
19.963,735,0,342,908,8015
19.9652,734,0,343,908,8015
19.9697,734,0,342,909,8015
19.97,735,0,342,909,8014
19.9722,735,0,341,910,8014
19.9768,734,0,342,910,8014
19.9771,733,0,343,910,8014
19.9802,732,0,344,910,8014
19.9822,732,0,343,911,8014
19.983,731,0,344,911,8014
19.9844,731,0,343,912,8014
19.9852,732,0,343,912,8013
19.9857,733,0,343,912,8012
19.9877,734,0,343,912,8011
19.9882,735,0,343,912,8010
19.9883,734,0,344,912,8010
19.9902,734,0,343,913,8010
19.9911,735,0,343,913,8009
19.9932,734,0,344,913,8009
20.0032,735,0,344,913,8008
20.0053,734,0,345,913,8008
20.0079,735,0,345,913,8007
20.0117,736,0,345,913,8006
20.0118,736,0,344,914,8006
20.0125,736,0,343,915,8006
20.0176,737,0,343,915,8005
20.02,738,0,343,915,8004
20.0222,737,0,344,915,8004
20.0225,738,0,344,915,8003
20.0247,738,0,343,916,8003
20.0273,737,0,344,916,8003
20.0328,738,0,344,916,8002
20.0359,738,0,343,917,8002
20.0383,738,0,342,918,8002
20.0404,737,0,343,918,8002
20.0429,736,0,344,918,8002
20.0437,735,0,345,918,8002
20.0463,734,0,346,918,8002
20.0563,735,0,346,918,8001
20.057,736,0,346,918,8000
20.0577,737,0,346,918,7999
20.0616,738,0,346,918,7998
20.0621,737,0,347,918,7998
20.0645,736,0,348,918,7998
20.0664,737,0,348,918,7997
20.0666,738,0,348,918,7996
20.0682,739,0,348,918,7995
20.0689,740,0,348,918,7994
20.0701,741,0,348,918,7993
20.0703,742,0,348,918,7992
20.0721,741,0,349,918,7992
20.0731,740,0,350,918,7992
20.0737,741,0,350,918,7991
20.0747,742,0,350,918,7990
20.0753,741,0,351,918,7990
20.077,742,0,351,918,7989
20.0773,742,0,350,919,7989
20.0781,743,0,350,919,7988
20.0806,743,0,349,920,7988
20.0826,744,0,349,920,7987
20.0834,743,0,350,920,7987
20.0855,744,0,350,920,7986
20.0858,743,0,351,920,7986
20.0871,743,0,350,921,7986
20.0908,743,0,349,922,7986
20.0981,742,0,350,922,7986
20.1032,742,0,349,923,7986
20.106,743,0,349,923,7985
20.1083,743,0,348,924,7985
20.11,744,0,348,924,7984
20.1116,744,0,347,925,7984
20.1161,745,0,347,925,7983
20.1186,746,0,347,925,7982
20.1225,745,0,348,925,7982
20.132,745,0,347,926,7982
20.1341,746,0,347,926,7981
20.1434,746,0,346,927,7981
20.1453,746,0,345,928,7981
20.1481,746,0,344,929,7981
20.1497,747,0,344,929,7980
20.1498,748,0,344,929,7979
20.151,749,0,344,929,7978
20.1523,750,0,344,929,7977
20.1574,751,0,344,929,7976
20.1599,752,0,344,929,7975
20.1616,752,0,343,930,7975
20.1654,751,0,344,930,7975
20.1679,752,0,344,930,7974
20.168,753,0,344,930,7973
20.1689,753,0,343,931,7973
20.1689,753,0,342,932,7973
20.1728,754,0,342,932,7972
20.1757,755,0,342,932,7971
20.1757,756,0,342,932,7970
20.1782,755,0,343,932,7970
20.1785,756,0,343,932,7969
20.1785,757,0,343,932,7968
20.1788,758,0,343,932,7967
20.182,757,0,344,932,7967
20.1822,757,0,343,933,7967
20.1831,757,0,342,934,7967
20.1837,756,0,343,934,7967
20.1838,756,0,342,935,7967
20.1844,757,0,342,935,7966
20.1854,758,0,342,935,7965
20.186,759,0,342,935,7964
20.1866,758,0,343,935,7964
20.1873,759,0,343,935,7963
20.1898,759,0,342,936,7963
20.1905,758,0,343,936,7963
20.1925,759,0,343,936,7962
20.1955,759,0,342,937,7962
20.1955,759,0,341,938,7962
20.1966,760,0,341,938,7961
20.2028,759,0,342,938,7961
20.2035,759,0,341,939,7961
20.2047,759,0,340,940,7961
20.2061,759,0,339,941,7961
20.2093,760,0,339,941,7960
20.2099,759,0,340,941,7960
20.2103,758,0,341,941,7960
20.2106,757,0,342,941,7960
20.2146,758,0,342,941,7959
20.2185,759,0,342,941,7958
20.2199,760,0,342,941,7957
20.222,761,0,342,941,7956
20.2221,760,0,343,941,7956
20.2234,760,0,342,942,7956
20.2244,759,0,343,942,7956
20.2268,760,0,343,942,7955
20.2275,760,0,342,943,7955
20.2275,761,0,342,943,7954
20.2292,761,0,341,944,7954
20.2316,762,0,341,944,7953
20.2336,761,0,342,944,7953
20.2353,761,0,341,945,7953
20.2394,762,0,341,945,7952
20.2409,761,0,342,945,7952
20.2415,762,0,342,945,7951
20.2447,762,0,341,946,7951
20.2458,763,0,341,946,7950
20.2476,764,0,341,946,7949
20.2505,763,0,342,946,7949
20.251,764,0,342,946,7948
20.2515,764,0,341,947,7948
20.2528,764,0,340,948,7948
20.2529,765,0,340,948,7947
20.2531,764,0,341,948,7947
20.2555,765,0,341,948,7946
20.2619,764,0,342,948,7946
20.2679,764,0,341,949,7946
20.2764,764,0,340,950,7946
20.2782,765,0,340,950,7945
20.2819,764,0,341,950,7945
20.2829,765,0,341,950,7944
20.2841,765,0,340,951,7944
20.2869,766,0,340,951,7943
20.2902,767,0,340,951,7942
20.2913,768,0,340,951,7941
20.3003,768,0,339,952,7941
20.3039,769,0,339,952,7940
20.3084,769,0,338,953,7940
20.3087,770,0,338,953,7939
20.3088,771,0,338,953,7938
20.3137,772,0,338,953,7937
20.3156,773,0,338,953,7936
20.3221,774,0,338,953,7935
20.3222,773,0,339,953,7935
20.3227,773,0,338,954,7935
20.3251,774,0,338,954,7934
20.3318,775,0,338,954,7933
20.3328,774,0,339,954,7933
20.3329,773,0,340,954,7933
20.333,772,0,341,954,7933
20.3364,772,0,340,955,7933
20.3378,772,0,339,956,7933
20.3385,771,0,340,956,7933
20.3407,772,0,340,956,7932
20.3424,773,0,340,956,7931
20.3516,774,0,340,956,7930
20.3517,773,0,341,956,7930
20.3527,774,0,341,956,7929
20.3538,775,0,341,956,7928
20.3576,774,0,342,956,7928
20.3615,774,0,341,957,7928
20.3615,775,0,341,957,7927
20.3621,776,0,341,957,7926
20.3648,777,0,341,957,7925
20.367,776,0,342,957,7925
20.3673,775,0,343,957,7925
20.368,775,0,342,958,7925
20.3681,774,0,343,958,7925
20.3682,775,0,343,958,7924
20.3687,774,0,344,958,7924
20.369,775,0,344,958,7923
20.3734,776,0,344,958,7922
20.3742,777,0,344,958,7921
20.3754,776,0,345,958,7921
20.3762,775,0,346,958,7921
20.3774,775,0,345,959,7921
20.3775,776,0,345,959,7920
20.3837,777,0,345,959,7919
20.3845,778,0,345,959,7918
20.3883,777,0,346,959,7918
20.3892,776,0,347,959,7918
20.3904,777,0,347,959,7917
20.3931,777,0,346,960,7917
20.3942,777,0,345,961,7917
20.3953,776,0,346,961,7917
20.3959,777,0,346,961,7916
20.3961,778,0,346,961,7915
20.3975,777,0,347,961,7915
20.3998,777,0,346,962,7915
20.4019,776,0,347,962,7915
20.4023,777,0,347,962,7914
20.4077,778,0,347,962,7913
20.4086,777,0,348,962,7913
20.4087,777,0,347,963,7913
20.4105,778,0,347,963,7912
20.4115,779,0,347,963,7911
20.4133,780,0,347,963,7910
20.4184,781,0,347,963,7909
20.4249,780,0,348,963,7909
20.4284,781,0,348,963,7908
20.4291,781,0,347,964,7908
20.4312,780,0,348,964,7908
20.436,779,0,349,964,7908
20.4369,779,0,348,965,7908
20.4369,780,0,348,965,7907
20.4373,781,0,348,965,7906
20.4373,782,0,348,965,7905
20.4461,783,0,348,965,7904
20.4468,782,0,349,965,7904
20.4489,783,0,349,965,7903
20.4509,783,0,348,966,7903
20.4515,783,0,347,967,7903
20.4529,784,0,347,967,7902
20.457,784,0,346,968,7902
20.4576,783,0,347,968,7902
20.458,783,0,346,969,7902
20.4627,784,0,346,969,7901
20.4627,785,0,346,969,7900
20.4631,786,0,346,969,7899
20.4737,785,0,347,969,7899
20.4749,786,0,347,969,7898
20.4768,787,0,347,969,7897
20.4842,786,0,348,969,7897
20.4848,786,0,347,970,7897
20.4848,787,0,347,970,7896
20.485,788,0,347,970,7895
20.4854,788,0,346,971,7895
20.488,787,0,347,971,7895
20.5065,786,0,348,971,7895
20.5071,787,0,348,971,7894
20.5098,788,0,348,971,7893
20.5124,789,0,348,971,7892
20.5134,788,0,349,971,7892
20.5151,787,0,350,971,7892
20.5175,788,0,350,971,7891
20.5204,789,0,350,971,7890
20.5227,790,0,350,971,7889
20.5234,791,0,350,971,7888
20.5237,792,0,350,971,7887
20.5265,791,0,351,971,7887
20.5267,791,0,350,972,7887
20.5295,792,0,350,972,7886
20.5298,793,0,350,972,7885
20.53,792,0,351,972,7885
20.5311,792,0,350,973,7885
20.532,791,0,351,973,7885
20.5323,792,0,351,973,7884
20.5429,793,0,351,973,7883
20.545,793,0,350,974,7883
20.5477,793,0,349,975,7883
20.553,794,0,349,975,7882
20.5539,793,0,350,975,7882
20.5555,793,0,349,976,7882
20.5573,794,0,349,976,7881
20.558,794,0,348,977,7881
20.5592,794,0,347,978,7881
20.5594,793,0,348,978,7881
20.5597,794,0,348,978,7880
20.5604,793,0,349,978,7880
20.5622,792,0,350,978,7880
20.5713,791,0,351,978,7880
20.5738,790,0,352,978,7880
20.5747,791,0,352,978,7879
20.5773,792,0,352,978,7878
20.5876,793,0,352,978,7877
20.5902,793,0,351,979,7877
20.5966,794,0,351,979,7876
20.5979,795,0,351,979,7875
20.5993,796,0,351,979,7874
20.6034,797,0,351,979,7873
20.6109,796,0,352,979,7873
20.6117,797,0,352,979,7872
20.6125,796,0,353,979,7872
20.6127,795,0,354,979,7872
20.6151,796,0,354,979,7871
20.6151,797,0,354,979,7870
20.6154,796,0,355,979,7870
20.6154,796,0,354,980,7870
20.6174,797,0,354,980,7869
20.6191,796,0,355,980,7869
20.6195,795,0,356,980,7869
20.6209,795,0,355,981,7869
20.6216,796,0,355,981,7868
20.627,797,0,355,981,7867
20.628,796,0,356,981,7867
20.6286,797,0,356,981,7866
20.6372,796,0,357,981,7866
20.6401,796,0,356,982,7866
20.6403,795,0,357,982,7866
20.6448,796,0,357,982,7865
20.649,795,0,358,982,7865
20.6495,795,0,357,983,7865
20.6507,794,0,358,983,7865
20.6509,794,0,357,984,7865
20.6525,795,0,357,984,7864
20.6578,796,0,357,984,7863
20.6581,795,0,358,984,7863
20.6614,794,0,359,984,7863
20.6651,793,0,360,984,7863
20.6651,794,0,360,984,7862
20.6653,794,0,359,985,7862
20.6668,793,0,360,985,7862
20.6673,794,0,360,985,7861
20.6722,793,0,361,985,7861
20.6723,794,0,361,985,7860
20.6738,794,0,360,986,7860
20.674,793,0,361,986,7860
20.6749,793,0,360,987,7860
20.6752,792,0,361,987,7860
20.6758,793,0,361,987,7859
20.6772,794,0,361,987,7858
20.6774,793,0,362,987,7858
20.6792,792,0,363,987,7858
20.6823,793,0,363,987,7857
20.6833,794,0,363,987,7856
20.687,795,0,363,987,7855
20.688,796,0,363,987,7854
20.6887,797,0,363,987,7853
20.6892,798,0,363,987,7852
20.6906,799,0,363,987,7851
20.6915,800,0,363,987,7850
20.6949,801,0,363,987,7849
20.696,802,0,363,987,7848
20.6987,802,0,362,988,7848
20.7089,801,0,363,988,7848
20.7105,802,0,363,988,7847
20.7117,801,0,364,988,7847
20.7131,802,0,364,988,7846
20.7147,801,0,365,988,7846
20.717,800,0,366,988,7846
20.7177,800,0,365,989,7846
20.7179,801,0,365,989,7845
20.7182,800,0,366,989,7845
20.7204,801,0,366,989,7844
20.721,802,0,366,989,7843
20.7211,803,0,366,989,7842
20.7213,803,0,365,990,7842
20.7245,803,0,364,991,7842
20.7275,804,0,364,991,7841
20.7287,803,0,365,991,7841
20.7301,802,0,366,991,7841
20.7302,803,0,366,991,7840
20.7304,802,0,367,991,7840
20.7308,803,0,367,991,7839
20.7316,804,0,367,991,7838
20.732,805,0,367,991,7837
20.7324,805,0,366,992,7837
20.7331,805,0,365,993,7837
20.7341,806,0,365,993,7836
20.7356,806,0,364,994,7836
20.7375,805,0,365,994,7836
20.739,806,0,365,994,7835
20.7398,807,0,365,994,7834
20.7441,808,0,365,994,7833
20.7466,808,0,364,995,7833
20.747,807,0,365,995,7833
20.7471,808,0,365,995,7832
20.748,809,0,365,995,7831
20.7493,809,0,364,996,7831
20.7504,808,0,365,996,7831
20.7535,809,0,365,996,7830
20.7548,810,0,365,996,7829
20.761,811,0,365,996,7828
20.762,812,0,365,996,7827
20.7665,812,0,364,997,7827
20.7681,812,0,363,998,7827
20.7688,813,0,363,998,7826
20.7767,813,0,362,999,7826
20.7772,814,0,362,999,7825
20.7778,815,0,362,999,7824
20.7787,816,0,362,999,7823
20.7839,816,0,361,1000,7823
20.7847,817,0,361,1000,7822
20.7853,818,0,361,1000,7821
20.7875,818,0,360,1001,7821
20.7892,819,0,360,1001,7820
20.794,820,0,360,1001,7819
20.7942,819,0,361,1001,7819
20.7954,820,0,361,1001,7818
20.7965,821,0,361,1001,7817
20.7977,822,0,361,1001,7816
20.7979,821,0,362,1001,7816
20.7979,820,0,363,1001,7816
20.7984,820,0,362,1002,7816
20.8008,821,0,362,1002,7815
20.803,822,0,362,1002,7814
20.8044,823,0,362,1002,7813
20.8048,824,0,362,1002,7812
20.808,823,0,363,1002,7812
20.8096,824,0,363,1002,7811
20.8099,825,0,363,1002,7810
20.82,826,0,363,1002,7809
20.8212,826,0,362,1003,7809
20.8217,825,0,363,1003,7809
20.8246,825,0,362,1004,7809
20.8248,824,0,363,1004,7809
20.825,823,0,364,1004,7809
20.8271,824,0,364,1004,7808
20.8303,825,0,364,1004,7807
20.8327,825,0,363,1005,7807
20.837,826,0,363,1005,7806
20.8377,826,0,362,1006,7806
20.8378,826,0,361,1007,7806
20.8401,825,0,362,1007,7806
20.8459,825,0,361,1008,7806
20.8499,826,0,361,1008,7805
20.8528,826,0,360,1009,7805
20.8564,826,0,359,1010,7805
20.863,825,0,360,1010,7805
20.8634,826,0,360,1010,7804
20.8635,826,0,359,1011,7804
20.8635,825,0,360,1011,7804
20.8652,824,0,361,1011,7804
20.8653,825,0,361,1011,7803
20.8663,824,0,362,1011,7803
20.8689,823,0,363,1011,7803
20.8704,824,0,363,1011,7802
20.8705,825,0,363,1011,7801
20.8718,826,0,363,1011,7800
20.8754,827,0,363,1011,7799
20.8773,828,0,363,1011,7798
20.8795,829,0,363,1011,7797
20.8798,830,0,363,1011,7796
20.8852,831,0,363,1011,7795
20.8891,832,0,363,1011,7794
20.8902,831,0,364,1011,7794
20.8912,831,0,363,1012,7794
20.8938,831,0,362,1013,7794
20.8956,832,0,362,1013,7793
20.8957,833,0,362,1013,7792
20.896,833,0,361,1014,7792
20.8966,833,0,360,1015,7792
20.9019,833,0,359,1016,7792
20.9033,834,0,359,1016,7791
20.9047,833,0,360,1016,7791
20.9071,833,0,359,1017,7791
20.9074,834,0,359,1017,7790
20.9092,835,0,359,1017,7789
20.9126,834,0,360,1017,7789
20.9201,835,0,360,1017,7788
20.9201,836,0,360,1017,7787
20.922,835,0,361,1017,7787
20.9234,835,0,360,1018,7787
20.9239,836,0,360,1018,7786
20.924,835,0,361,1018,7786
20.9273,836,0,361,1018,7785
20.9313,836,0,360,1019,7785
20.9314,835,0,361,1019,7785
20.933,834,0,362,1019,7785
20.933,834,0,361,1020,7785
20.9331,834,0,360,1021,7785
20.939,835,0,360,1021,7784
20.9392,836,0,360,1021,7783
20.9396,836,0,359,1022,7783
20.94,835,0,360,1022,7783
20.9422,835,0,359,1023,7783
20.9439,836,0,359,1023,7782
20.9449,837,0,359,1023,7781
20.9453,836,0,360,1023,7781
20.9454,836,0,359,1024,7781
20.9468,836,0,358,1025,7781
20.9486,837,0,358,1025,7780
20.9503,836,0,359,1025,7780
20.9512,837,0,359,1025,7779
20.9522,836,0,360,1025,7779
20.9536,837,0,360,1025,7778
20.9551,838,0,360,1025,7777
20.9575,839,0,360,1025,7776
20.9587,840,0,360,1025,7775
20.9637,840,0,359,1026,7775
20.9649,841,0,359,1026,7774
20.9684,840,0,360,1026,7774
20.971,839,0,361,1026,7774
20.9781,840,0,361,1026,7773
20.9814,841,0,361,1026,7772
20.9843,841,0,360,1027,7772
20.9867,842,0,360,1027,7771
20.9876,843,0,360,1027,7770
20.9877,843,0,359,1028,7770
20.9886,842,0,360,1028,7770
20.9916,843,0,360,1028,7769
20.9978,844,0,360,1028,7768
20.9983,845,0,360,1028,7767
21.0006,844,0,361,1028,7767
21.0018,843,0,362,1028,7767
21.0025,844,0,362,1028,7766
21.0118,845,0,362,1028,7765
21.0122,846,0,362,1028,7764
21.0125,847,0,362,1028,7763
21.0142,848,0,362,1028,7762
21.0169,849,0,362,1028,7761
21.0169,850,0,362,1028,7760
21.0178,849,0,363,1028,7760
21.0184,849,0,362,1029,7760
21.022,848,0,363,1029,7760
21.0233,849,0,363,1029,7759
21.0248,850,0,363,1029,7758
21.029,849,0,364,1029,7758
21.041,849,0,363,1030,7758
21.0411,848,0,364,1030,7758
21.0428,849,0,364,1030,7757
21.0527,850,0,364,1030,7756
21.0527,849,0,365,1030,7756
21.0539,850,0,365,1030,7755
21.0556,851,0,365,1030,7754
21.0557,852,0,365,1030,7753
21.0567,852,0,364,1031,7753
21.0624,852,0,363,1032,7753
21.065,851,0,364,1032,7753
21.0665,852,0,364,1032,7752
21.069,851,0,365,1032,7752
21.0699,850,0,366,1032,7752
21.0742,849,0,367,1032,7752
21.0744,848,0,368,1032,7752
21.0778,847,0,369,1032,7752
21.0817,846,0,370,1032,7752
21.0828,845,0,371,1032,7752
21.0829,846,0,371,1032,7751
21.0892,847,0,371,1032,7750
21.0911,848,0,371,1032,7749
21.0963,847,0,372,1032,7749
21.099,847,0,371,1033,7749
21.0995,846,0,372,1033,7749
21.0998,845,0,373,1033,7749
21.1018,846,0,373,1033,7748
21.1041,847,0,373,1033,7747
21.1051,846,0,374,1033,7747
21.1082,847,0,374,1033,7746
21.1107,848,0,374,1033,7745
21.1109,849,0,374,1033,7744
21.1121,850,0,374,1033,7743
21.1124,849,0,375,1033,7743
21.1136,850,0,375,1033,7742
21.1139,851,0,375,1033,7741
21.1145,852,0,375,1033,7740
21.1177,852,0,374,1034,7740
21.1206,852,0,373,1035,7740
21.127,853,0,373,1035,7739
21.1326,852,0,374,1035,7739
21.1336,852,0,373,1036,7739
21.1349,853,0,373,1036,7738
21.1385,853,0,372,1037,7738
21.1402,852,0,373,1037,7738
21.1403,853,0,373,1037,7737
21.1404,854,0,373,1037,7736
21.1443,855,0,373,1037,7735
21.1448,854,0,374,1037,7735
21.145,855,0,374,1037,7734
21.1455,854,0,375,1037,7734
21.1463,855,0,375,1037,7733
21.1467,854,0,376,1037,7733
21.1518,854,0,375,1038,7733
21.1536,853,0,376,1038,7733
21.158,852,0,377,1038,7733
21.1592,853,0,377,1038,7732
21.1715,853,0,376,1039,7732
21.1719,853,0,375,1040,7732
21.1729,853,0,374,1041,7732
21.1745,853,0,373,1042,7732
21.1755,854,0,373,1042,7731
21.1762,854,0,372,1043,7731
21.1763,853,0,373,1043,7731
21.1763,854,0,373,1043,7730
21.1779,854,0,372,1044,7730
21.1797,853,0,373,1044,7730
21.1825,853,0,372,1045,7730
21.1831,852,0,373,1045,7730
21.1836,851,0,374,1045,7730
21.1841,850,0,375,1045,7730
21.185,851,0,375,1045,7729
21.186,850,0,376,1045,7729
21.1892,849,0,377,1045,7729
21.1913,850,0,377,1045,7728
21.1923,849,0,378,1045,7728
21.1926,850,0,378,1045,7727
21.1928,850,0,377,1046,7727
21.198,850,0,376,1047,7727
21.2029,849,0,377,1047,7727
21.2031,849,0,376,1048,7727
21.2039,850,0,376,1048,7726
21.2066,851,0,376,1048,7725
21.2074,850,0,377,1048,7725
21.2075,850,0,376,1049,7725
21.2098,849,0,377,1049,7725
21.211,849,0,376,1050,7725
21.2127,848,0,377,1050,7725
21.2176,849,0,377,1050,7724
21.2185,850,0,377,1050,7723
21.2188,849,0,378,1050,7723
21.2194,850,0,378,1050,7722
21.2198,851,0,378,1050,7721
21.2207,852,0,378,1050,7720
21.2266,852,0,377,1051,7720
21.2269,852,0,376,1052,7720
21.227,853,0,376,1052,7719
21.2278,854,0,376,1052,7718
21.2279,855,0,376,1052,7717
21.2294,856,0,376,1052,7716
21.2311,857,0,376,1052,7715
21.2324,858,0,376,1052,7714
21.2378,857,0,377,1052,7714
21.239,858,0,377,1052,7713
21.2417,859,0,377,1052,7712
21.2441,859,0,376,1053,7712
21.2486,860,0,376,1053,7711
21.2487,861,0,376,1053,7710
21.2518,862,0,376,1053,7709
21.2549,862,0,375,1054,7709
21.255,861,0,376,1054,7709
21.255,861,0,375,1055,7709
21.256,862,0,375,1055,7708
21.2563,861,0,376,1055,7708
21.2596,860,0,377,1055,7708
21.2653,859,0,378,1055,7708
21.2653,858,0,379,1055,7708
21.2668,859,0,379,1055,7707
21.268,859,0,378,1056,7707
21.2696,858,0,379,1056,7707
21.2702,858,0,378,1057,7707
21.2754,858,0,377,1058,7707
21.2791,857,0,378,1058,7707
21.2799,857,0,377,1059,7707
21.2887,856,0,378,1059,7707
21.2894,855,0,379,1059,7707
21.2934,855,0,378,1060,7707
21.2971,854,0,379,1060,7707
21.2978,855,0,379,1060,7706
21.2978,854,0,380,1060,7706
21.2985,855,0,380,1060,7705
21.2993,854,0,381,1060,7705
21.3074,855,0,381,1060,7704
21.3213,855,0,380,1061,7704
21.3228,856,0,380,1061,7703
21.3265,855,0,381,1061,7703
21.3282,856,0,381,1061,7702
21.3292,856,0,380,1062,7702
21.3304,857,0,380,1062,7701
21.3316,858,0,380,1062,7700
21.3343,859,0,380,1062,7699
21.337,860,0,380,1062,7698
21.339,859,0,381,1062,7698
21.3423,859,0,380,1063,7698
21.3425,860,0,380,1063,7697
21.3442,859,0,381,1063,7697
21.3445,860,0,381,1063,7696
21.3493,861,0,381,1063,7695
21.3508,862,0,381,1063,7694
21.3523,862,0,380,1064,7694
21.3539,861,0,381,1064,7694
21.3586,862,0,381,1064,7693
21.3587,861,0,382,1064,7693
21.3607,860,0,383,1064,7693
21.3612,860,0,382,1065,7693
21.3644,859,0,383,1065,7693
21.3657,858,0,384,1065,7693
21.3669,859,0,384,1065,7692
21.3676,860,0,384,1065,7691
21.368,861,0,384,1065,7690
21.3691,860,0,385,1065,7690
21.3691,861,0,385,1065,7689
21.373,861,0,384,1066,7689
21.375,862,0,384,1066,7688
21.3779,863,0,384,1066,7687
21.3781,864,0,384,1066,7686
21.3828,865,0,384,1066,7685
21.3883,866,0,384,1066,7684
21.3889,867,0,384,1066,7683
21.3913,868,0,384,1066,7682
21.3917,867,0,385,1066,7682
21.3939,868,0,385,1066,7681
21.3943,869,0,385,1066,7680
21.3973,868,0,386,1066,7680
21.3995,869,0,386,1066,7679
21.4021,869,0,385,1067,7679
21.4075,869,0,384,1068,7679
21.4101,869,0,383,1069,7679
21.4107,868,0,384,1069,7679
21.4151,867,0,385,1069,7679
21.4157,866,0,386,1069,7679
21.4181,867,0,386,1069,7678
21.4186,868,0,386,1069,7677
21.4208,869,0,386,1069,7676
21.4238,868,0,387,1069,7676
21.4242,867,0,388,1069,7676
21.4279,866,0,389,1069,7676
21.4291,866,0,388,1070,7676
21.4299,867,0,388,1070,7675
21.4303,868,0,388,1070,7674
21.4327,867,0,389,1070,7674
21.4344,866,0,390,1070,7674
21.4354,867,0,390,1070,7673
21.4388,866,0,391,1070,7673
21.4396,866,0,390,1071,7673
21.4451,865,0,391,1071,7673
21.453,866,0,391,1071,7672
21.4555,867,0,391,1071,7671
21.4593,866,0,392,1071,7671
21.4596,865,0,393,1071,7671
21.4618,865,0,392,1072,7671
21.4626,864,0,393,1072,7671
21.4639,865,0,393,1072,7670
21.4643,864,0,394,1072,7670
21.4655,865,0,394,1072,7669
21.4657,865,0,393,1073,7669
21.4659,864,0,394,1073,7669
21.4664,864,0,393,1074,7669
21.4678,865,0,393,1074,7668
21.4725,864,0,394,1074,7668
21.4734,865,0,394,1074,7667
21.4749,864,0,395,1074,7667
21.475,863,0,396,1074,7667
21.475,863,0,395,1075,7667
21.4763,864,0,395,1075,7666
21.4779,865,0,395,1075,7665
21.4813,864,0,396,1075,7665
21.4835,865,0,396,1075,7664
21.4851,864,0,397,1075,7664
21.4879,865,0,397,1075,7663
21.4885,866,0,397,1075,7662
21.49,867,0,397,1075,7661
21.492,868,0,397,1075,7660
21.4926,869,0,397,1075,7659
21.4933,869,0,396,1076,7659
21.496,870,0,396,1076,7658
21.4961,869,0,397,1076,7658
21.4966,870,0,397,1076,7657
21.5024,870,0,396,1077,7657
21.5032,869,0,397,1077,7657
21.5046,869,0,396,1078,7657
21.5049,870,0,396,1078,7656
21.5069,870,0,395,1079,7656
21.5087,871,0,395,1079,7655
21.5138,870,0,396,1079,7655
21.5145,871,0,396,1079,7654
21.5219,872,0,396,1079,7653
21.5253,872,0,395,1080,7653
21.5276,872,0,394,1081,7653
21.5301,873,0,394,1081,7652
21.5315,873,0,393,1082,7652
21.5323,873,0,392,1083,7652
21.5352,873,0,391,1084,7652
21.5354,874,0,391,1084,7651
21.5362,874,0,390,1085,7651
21.5372,873,0,391,1085,7651
21.5382,873,0,390,1086,7651
21.5387,873,0,389,1087,7651
21.5402,873,0,388,1088,7651
21.5405,872,0,389,1088,7651
21.5407,871,0,390,1088,7651
21.5411,871,0,389,1089,7651
21.5422,872,0,389,1089,7650
21.5422,872,0,388,1090,7650
21.543,873,0,388,1090,7649
21.5481,874,0,388,1090,7648
21.5503,874,0,387,1091,7648
21.5517,875,0,387,1091,7647
21.553,874,0,388,1091,7647
21.5537,875,0,388,1091,7646
21.5601,875,0,387,1092,7646
21.5608,874,0,388,1092,7646
21.563,873,0,389,1092,7646
21.5643,872,0,390,1092,7646
21.5662,871,0,391,1092,7646
21.5665,870,0,392,1092,7646
21.5677,871,0,392,1092,7645
21.5681,871,0,391,1093,7645
21.5725,870,0,392,1093,7645
